"gene.symbol","description","entrezgene"
"PRKAG1","5'-AMP-activated protein kinase subunit gamma-1 [KO:K07200]","429688"
"PRKAG3","5'-AMP-activated protein kinase subunit gamma-3 [KO:K07200]","424208"
"PRKAG2","5'-AMP-activated protein kinase subunit gamma-2 isoform 3 [KO:K07200]","420435"
"AGRP","agouti-related protein precursor [KO:K05231]","427535"
"NPY","pro-neuropeptide Y precursor [KO:K05232]","396464"
"PPARGC1A","peroxisome proliferator-activated receptor gamma coactivator 1-alpha [KO:K07202]","422815"
"PCK1","phosphoenolpyruvate carboxykinase, cytosolic [GTP] [KO:K01596] [EC:4.1.1.32]","396458"
"PCK2","phosphoenolpyruvate carboxykinase [GTP], mitochondrial precursor [KO:K01596] [EC:4.1.1.32]","396457"
"G6PC","glucose-6-phosphatase [KO:K01084] [EC:3.1.3.9]","100857298"
"G6PC2","glucose-6-phosphatase 2 isoform X1 [KO:K01084] [EC:3.1.3.9]","424171"
"G6PC3","glucose-6-phosphatase 3 [KO:K01084] [EC:3.1.3.9]","100859356"
"PPARA","peroxisome proliferator-activated receptor alpha [KO:K07294]","374120"
"RXRA","retinoic acid receptor RXR-alpha isoform X1 [KO:K08524]","417143"
"RXRG","retinoic acid receptor RXR-gamma [KO:K08526]","396231"
"ADIPOQ","adiponectin precursor [KO:K07296]","404536"
"ADIPOR1","adiponectin receptor protein 1 [KO:K07297]","421148"
"ADIPOR2","adiponectin receptor protein 2 [KO:K07297]","418155"
"STK11","serine/threonine-protein kinase STK11 [KO:K07298] [EC:2.7.11.1]","420105"
"CAMKK2","calcium/calmodulin-dependent protein kinase kinase 2 isoform X6 [KO:K07359] [EC:2.7.11.17]","396405"
"ACACB","LOW QUALITY PROTEIN: acetyl-CoA carboxylase 2 [KO:K01946] [EC:2.1.3.15 6.3.4.14 6.4.1.2]","430557"
"CPT1A","carnitine O-palmitoyltransferase 1, liver isoform [KO:K08765] [EC:2.3.1.21]","423118"
"SLC2A1","solute carrier family 2, facilitated glucose transporter member 1 [KO:K07299]","396130"
"ASIP","agouti-signaling protein precursor [KO:K08725]","419147"
"MC1R","melanocyte-stimulating hormone receptor [KO:K04199]","427562"
"GNAS","guanine nucleotide-binding protein G(s) subunit alpha isoform X1 [KO:K04632]","419313"
"ADCY1","adenylate cyclase type 1 isoform X2 [KO:K08041] [EC:4.6.1.1]","420788"
"ADCY2","adenylate cyclase type 2 isoform X1 [KO:K08042] [EC:4.6.1.1]","420935"
"ADCY3","adenylate cyclase type 3 isoform X1 [KO:K08043] [EC:4.6.1.1]","422013"
"ADCY5","adenylate cyclase type 5 [KO:K08045] [EC:4.6.1.1]","395340"
NA,"adenylate cyclase type 6 [KO:K08046] [EC:4.6.1.1]","107050028"
"ADCY7","adenylate cyclase type 7 isoform X1 [KO:K08047] [EC:4.6.1.1]","415732"
"ADCY8","adenylate cyclase type 8 isoform X2 [KO:K08048] [EC:4.6.1.1]","420328"
"ADCY9","adenylate cyclase type 9 [KO:K08049] [EC:4.6.1.1]","395339"
"PRKACB","cAMP-dependent protein kinase catalytic subunit beta isoform X7 [KO:K04345] [EC:2.7.11.11]","424542"
"CREB1","cyclic AMP-responsive element-binding protein 1 [KO:K05870]","395099"
"CREB3","cyclic AMP-responsive element-binding protein 3 [KO:K09048]","427417"
"CREB3L2","cyclic AMP-responsive element-binding protein 3-like protein 2 isoform X2 [KO:K09048]","418123"
"CREB3L3","cyclic AMP-responsive element-binding protein 3-like protein 3 isoform X1 [KO:K09048]","428333"
"CREB3L1","cyclic AMP-responsive element-binding protein 3-like protein 1 isoform X2 [KO:K09048]","100859610"
"MITF","microphthalmia-associated transcription factor [KO:K09455]","395886"
"WNT1","protein Wnt-1 [KO:K03209]","396160"
"WNT2B","protein Wnt-2b precursor [KO:K00182]","374243"
"WNT2","protein Wnt-2 [KO:K00182]","417769"
"WNT3A","protein Wnt-3a isoform 1 precursor [KO:K00312]","395396"
"WNT3","proto-oncogene Wnt-3 [KO:K00312]","374142"
"WNT4","protein Wnt-4 precursor [KO:K00408]","395561"
"WNT5A","protein Wnt-5a [KO:K00444]","395703"
"WNT5B","protein Wnt-5b precursor [KO:K00444]","418154"
"WNT6","protein Wnt-6 [KO:K00445]","395235"
"WNT7A","protein Wnt-7a [KO:K00572]","374168"
"WNT7B","protein Wnt-7b isoform 1 precursor [KO:K00572]","427937"
"WNT8B","protein Wnt-8b isoform X1 [KO:K00714]","428953"
"WNT8A","protein Wnt-8c precursor [KO:K00714]","396543"
"WNT9A","protein Wnt-9a precursor [KO:K01064]","395829"
"WNT9B","protein Wnt-9b [KO:K01064]","771092"
"WNT10A","protein Wnt-10a precursor [KO:K01357]","429040"
"WNT11","protein Wnt-11 precursor [KO:K01384]","395562"
"WNT11B","protein Wnt-11 precursor [KO:K01384]","100170842"
"WNT16","protein Wnt-16 [KO:K01558]","427856"
"FZD1","frizzled-1 precursor [KO:K02432]","374062"
"FZD7","frizzled-7 precursor [KO:K02432]","374060"
"FZD2","frizzled-2 precursor [KO:K02235]","374061"
"FZD3","frizzled-3 precursor [KO:K02329]","395572"
"FZD4","frizzled-4 precursor [KO:K02354]","373887"
"FZD5","frizzled-5 precursor [KO:K02375]","395571"
"FZD8","LOW QUALITY PROTEIN: frizzled-8 [KO:K02375]","374059"
"FZD6","frizzled-6 precursor [KO:K02376]","378788"
"FZD10","frizzled-10 precursor [KO:K02842]","373885"
"FZD9","frizzled-9 precursor [KO:K02842]","373886"
"GNAO1","guanine nucleotide-binding protein G(o) subunit alpha [KO:K04534]","415698"
"GNAQ","guanine nucleotide-binding protein G(q) subunit alpha [KO:K04634]","427262"
"DVL3","segment polarity protein dishevelled homolog DVL-3 isoform X6 [KO:K02353]","424949"
"DVL1","segment polarity protein dishevelled homolog DVL-1 isoform X1 [KO:K02353]","419416"
"CTNNB1","catenin beta-1 [KO:K02105]","395964"
"TCF7","transcription factor 7 [KO:K02620]","395229"
"TCF7L1","transcription factor 7-like 1 isoform X1 [KO:K04490]","395230"
"TCF7L2","transcription factor 7-like 2 [KO:K04491]","395508"
"LEF1","lymphoid enhancer-binding factor 1 [KO:K04492]","395865"
"KITLG","kit ligand isoform 1 precursor [KO:K05461]","396028"
"KIT","mast/stem cell growth factor receptor Kit precursor [KO:K05091] [EC:2.7.10.1]","378783"
"TYR","tyrosinase precursor [KO:K00505] [EC:1.14.18.1]","373971"
"TYRP1","5,6-dihydroxyindole-2-carboxylic acid oxidase precursor [KO:K00506] [EC:1.14.18.-]","395913"
"DCT","L-dopachrome tautomerase precursor [KO:K01827] [EC:5.3.3.12]","395775"
"EDNRB2","endothelin receptor B subtype 2 precursor [KO:K04198]","373909"
"EDNRB","endothelin receptor type B precursor [KO:K04198]","408082"
"GNAI3","guanine nucleotide-binding protein G(k) subunit alpha [KO:K04630]","374097"
"GNAI2","guanine nucleotide-binding protein G(i) subunit alpha-2 [KO:K04630]","396367"
"GNAI1","guanine nucleotide-binding protein G(i) subunit alpha-1 [KO:K04630]","396368"
"CALM1","neo-calmodulin [KO:K02183]","396523"
"CALML3","calmodulin, striated muscle [KO:K02183]","416692"
"CALM2","calmodulin [KO:K02183]","395855"
"CALML4","calmodulin-like protein 4 [KO:K02183]","427515"
"CAMK2B","calcium/calmodulin-dependent protein kinase type II subunit beta [KO:K04515] [EC:2.7.11.17]","374174"
"CAMK2A","calcium/calmodulin-dependent protein kinase type II subunit alpha [KO:K04515] [EC:2.7.11.17]","374175"
"CAMK2G","calcium/calmodulin-dependent protein kinase type II subunit gamma isoform X1 [KO:K04515] [EC:2.7.11.17]","423737"
"CAMK2D","calcium/calmodulin-dependent protein kinase type II delta chain [KO:K04515] [EC:2.7.11.17]","422688"
"PGR","progesterone receptor [KO:K08556]","396198"
"AURKA","aurora kinase A isoform X2 [KO:K11481] [EC:2.7.11.1]","428167"
"CPEB1","cytoplasmic polyadenylation element-binding protein 1 [KO:K02602]","415326"
"CPEB4","cytoplasmic polyadenylation element-binding protein 4 isoform X2 [KO:K02602]","416363"
"CPEB2","cytoplasmic polyadenylation element-binding protein 2 isoform X1 [KO:K02602]","422832"
"CPEB3","cytoplasmic polyadenylation element-binding protein 3 isoform X2 [KO:K02602]","423816"
"SPDYA","speedy protein A [KO:K08694]","101748777"
NA,"speedy protein C isoform X1 [KO:K08694]","107049524"
"CDK2","cyclin-dependent kinase 2 [KO:K02206] [EC:2.7.11.22]","100529062"
"CDK1","cyclin-dependent kinase 1 [KO:K02087] [EC:2.7.11.23 2.7.11.22]","396252"
"CCNA2","cyclin-A2 [KO:K06627]","396172"
"CCNA1","cyclin-A1 [KO:K06627]","418901"
"MOS","serine/threonine-protein kinase mos [KO:K04367] [EC:2.7.11.1]","428537"
"HSP90AB1","heat shock cognate protein HSP 90-beta [KO:K04079]","396188"
"HSP90AA1","heat shock protein HSP 90-alpha [KO:K04079]","423463"
"RPS6KA3","ribosomal protein S6 kinase alpha-3 isoform X3 [KO:K04373] [EC:2.7.11.1]","418605"
"RPS6KA2","ribosomal protein S6 kinase alpha-2 isoform X1 [KO:K04373] [EC:2.7.11.1]","421570"
"RPS6KA6","ribosomal protein S6 kinase alpha-6 isoform X2 [KO:K04373] [EC:2.7.11.1]","422273"
"RPS6KA1L","ribosomal protein S6 kinase 2 alpha [KO:K04373] [EC:2.7.11.1]","386579"
"CCNB2","G2/mitotic-specific cyclin-B2 [KO:K21770]","415400"
"CCNB3","G2/mitotic-specific cyclin-B3 [KO:K21771]","396167"
"STK10","serine/threonine-protein kinase 10 [KO:K08837] [EC:2.7.11.1]","416204"
"PLK1","serine/threonine-protein kinase PLK1 [KO:K06631] [EC:2.7.11.21]","416575"
"CDC25A","M-phase inducer phosphatase 1 [KO:K06645] [EC:3.1.3.48]","420375"
NA,"LOW QUALITY PROTEIN: M-phase inducer phosphatase 2 [KO:K05866] [EC:3.1.3.48]","107049885"
"INS-IGF2","insulin preproinsulin precursor [KO:K04526]","396145"
"IGF1","insulin-like growth factor I preproprotein [KO:K05459]","418090"
"IGF1R","insulin-like growth factor 1 receptor precursor [KO:K05087] [EC:2.7.10.1]","395889"
"PDE3B","cGMP-inhibited 3',5'-cyclic phosphodiesterase B [KO:K13296] [EC:3.1.4.17]","423064"
"BRAF","serine/threonine-protein kinase B-raf [KO:K04365] [EC:2.7.11.1]","396239"
"BUB1","mitotic checkpoint serine/threonine-protein kinase BUB1 [KO:K02178] [EC:2.7.11.1]","421226"
"MAD1L1","mitotic spindle assembly checkpoint protein MAD1 isoform X2 [KO:K06679]","427658"
"MAD2L1","mitotic spindle assembly checkpoint protein MAD2A [KO:K02537]","422675"
"MAD2L2","mitotic spindle assembly checkpoint protein MAD2B [KO:K13728]","419493"
"FZR1","fizzy-related protein homolog [KO:K03364]","395297"
"ANAPC1","anaphase-promoting complex subunit 1 isoform X2 [KO:K03348]","421228"
"ANAPC2","anaphase-promoting complex subunit 2 [KO:K03349]","417258"
"CDC27","cell division cycle protein 27 homolog [KO:K03350]","419960"
"ANAPC4","anaphase-promoting complex subunit 4 isoform X1 [KO:K03351]","422805"
"ANAPC5","anaphase-promoting complex subunit 5 [KO:K03352]","416842"
"CDC16","cell division cycle protein 16 homolog [KO:K03353]","418735"
"ANAPC7","anaphase-promoting complex subunit 7 [KO:K03354]","416838"
"CDC23","cell division cycle protein 23 homolog isoform X1 [KO:K03355]","771857"
"ANAPC10","anaphase-promoting complex subunit 10 [KO:K03357]","422461"
"CDC26","anaphase-promoting complex subunit CDC26 [KO:K03359]","417269"
"ANAPC13","anaphase-promoting complex subunit 13 [KO:K12456]","769605"
"GNRH1","progonadoliberin-1 precursor [KO:K05252]","770134"
"GNRHR","gonadotropin-releasing hormone II receptor [KO:K04280]","427517"
"CGNRHRL","gonadotropin-releasing hormone receptor-like [KO:K04280]","395368"
"ATF4","cyclic AMP-dependent transcription factor ATF-4 [KO:K04374]","395693"
"GNA11","guanine nucleotide-binding protein subunit alpha-11 [KO:K04635]","374077"
"ITPR1","inositol 1,4,5-trisphosphate receptor type 1 [KO:K04958]","395412"
"ITPR2","inositol 1,4,5-trisphosphate receptor type 2 isoform X1 [KO:K04959]","418212"
"ITPR3","inositol 1,4,5-trisphosphate receptor type 3 isoform X1 [KO:K04960]","419910"
"CACNA1C","voltage-dependent L-type calcium channel subunit alpha-1C isoform X1 [KO:K04850]","395891"
"CACNA1D","voltage-dependent L-type calcium channel subunit alpha-1D [KO:K04851]","395895"
"CATSPER2","voltage-dependent L-type calcium channel subunit alpha-1S isoform 1 [KO:K04857]","395985"
"MAP3K1","mitogen-activated protein kinase kinase kinase 1 [KO:K04416] [EC:2.7.11.25]","427144"
"MAP3K2","mitogen-activated protein kinase kinase kinase 2 isoform X1 [KO:K04420] [EC:2.7.11.25]","424225"
"MAP3K3","mitogen-activated protein kinase kinase kinase 3 isoform X1 [KO:K04421] [EC:2.7.11.25]","419954"
"MAPKKK3L","mitogen-activated protein kinase kinase kinase 3-like [KO:K04421] [EC:2.7.11.25]","420419"
"MAP3K4","mitogen-activated protein kinase kinase kinase 4 isoform X1 [KO:K04428] [EC:2.7.11.25]","421579"
NA,"uncharacterized protein LOC100858386 isoform X1 [KO:K04464] [EC:2.7.11.24]","100858386"
"PLA2G4EL6","cytosolic phospholipase A2 epsilon [KO:K16342] [EC:3.1.1.4]","423227"
"PLA2G4A","cytosolic phospholipase A2 [KO:K16342] [EC:3.1.1.4]","396394"
"PLA2G4EL3","cytosolic phospholipase A2 epsilon [KO:K16342] [EC:3.1.1.4]","428870"
"PLA2G4EL2","cytosolic phospholipase A2 epsilon isoform X1 [KO:K16342] [EC:3.1.1.4]","771574"
"PLA2G4F","cytosolic phospholipase A2 zeta isoform X2 [KO:K16342] [EC:3.1.1.4]","428871"
"PLA2G4EL4","cytosolic phospholipase A2 epsilon [KO:K16342] [EC:3.1.1.4]","771560"
"PLA2G4EL1","cytosolic phospholipase A2 epsilon isoform X1 [KO:K16342] [EC:3.1.1.4]","423229"
"PLA2G4EL7","cytosolic phospholipase A2 epsilon [KO:K16342] [EC:3.1.1.4]","423226"
"PLA2G4EL5","cytosolic phospholipase A2 epsilon [KO:K16342] [EC:3.1.1.4]","771552"
"PLA2G4B","cytosolic phospholipase A2 beta isoform X1 [KO:K16342] [EC:3.1.1.4]","101749229"
"PLD1","phospholipase D1 isoform X1 [KO:K01115] [EC:3.1.4.4]","424986"
"CGA","glycoprotein hormones alpha chain precursor [KO:K08522]","421829"
"FSHB","follitropin subunit beta precursor [KO:K05250]","374108"
"PTK2B","protein-tyrosine kinase 2-beta isoform X2 [KO:K05871] [EC:2.7.10.2]","421998"
"HBEGF","proheparin-binding EGF-like growth factor precursor [KO:K08523]","395654"
"EGFR","epidermal growth factor receptor precursor [KO:K04361] [EC:2.7.10.1]","396494"
"GRB2","growth factor receptor-bound protein 2 [KO:K04364]","386572"
"SOS2","son of sevenless homolog 2 [KO:K03099]","423572"
"SOS1","son of sevenless homolog 1 [KO:K03099]","431192"
"INSR","insulin receptor [KO:K04527] [EC:2.7.10.1]","420133"
"PDPK1","3-phosphoinositide-dependent protein kinase 1 [KO:K06276] [EC:2.7.11.1]","416588"
"GYS2","glycogen [starch] synthase, liver [KO:K00693] [EC:2.4.1.11]","418201"
NA,"glycogen [starch] synthase, muscle [KO:K00693] [EC:2.4.1.11]","107050456"
"PPP1R3D","protein phosphatase 1 regulatory subunit 3D [KO:K07189]","419220"
"PPP1R3B","protein phosphatase 1 regulatory subunit 3B isoform X3 [KO:K07189]","422630"
"PPP1R3C","protein phosphatase 1 regulatory subunit 3C [KO:K07189]","425328"
"PPP1R3A","protein phosphatase 1 regulatory subunit 3A [KO:K07189]","101747406"
"PPP1R3E","protein phosphatase 1 regulatory subunit 3E [KO:K07189]","107054319"
"PHKG1","phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform [KO:K00871] [EC:2.7.11.19]","417543"
"PHKB","phosphorylase b kinase regulatory subunit beta [KO:K07190]","415741"
"PHKA2","phosphorylase b kinase regulatory subunit alpha, liver isoform isoform X1 [KO:K07190]","418612"
"PHKA1","phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform isoform X1 [KO:K07190]","422181"
"PYGB","glycogen phosphorylase, brain form [KO:K00688] [EC:2.4.1.1]","421248"
"PYGL","glycogen phosphorylase, liver form [KO:K00688] [EC:2.4.1.1]","378909"
"PRKAR2B","cAMP-dependent protein kinase type II-beta regulatory subunit isoform X1 [KO:K04739]","769420"
"PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit [KO:K04739]","417438"
"PRKAR1B","cAMP-dependent protein kinase type I-beta regulatory subunit isoform X1 [KO:K04739]","416446"
"PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit isoform X1 [KO:K04739]","100858827"
"PRKCI","protein kinase C iota type [KO:K06069] [EC:2.7.11.13]","424991"
"FLOT2","flotillin-2 [KO:K07192]","417579"
"FLOT1","flotillin-1 [KO:K07192]","101751397"
"SH2B2","SH2B adapter protein 2 [KO:K07193]","771172"
"SORBS1","sorbin and SH3 domain-containing protein 1 isoform X1 [KO:K06086]","423749"
"CBL","E3 ubiquitin-protein ligase CBL [KO:K04707] [EC:2.3.2.27]","374038"
"CBLB","E3 ubiquitin-protein ligase CBL-B isoform X2 [KO:K22517] [EC:2.3.2.27]","418406"
"CRKL","crk-like protein [KO:K04438]","416939"
"CRK","adapter molecule crk [KO:K04438]","107054794"
"RAPGEF1","rap guanine nucleotide exchange factor 1 isoform X1 [KO:K06277]","417173"
"RHOQ","rho-related GTP-binding protein RhoQ [KO:K07194]","395114"
"EXOC7","exocyst complex component 7 [KO:K07195]","417361"
"SREBF1","sterol regulatory element-binding protein 1 [KO:K07197]","373915"
"ACACA","acetyl-CoA carboxylase [KO:K11262] [EC:2.1.3.15 6.3.4.14 6.4.1.2]","396504"
"FASN","fatty acid synthase [KO:K00665] [EC:2.3.1.85]","396061"
"HK1","hexokinase-1 [KO:K00844] [EC:2.7.1.1]","373889"
"HK2","hexokinase-2 [KO:K00844] [EC:2.7.1.1]","374044"
"HKDC1","putative hexokinase HKDC1 [KO:K00844] [EC:2.7.1.1]","423698"
"HK3","hexokinase-3 isoform X1 [KO:K00844] [EC:2.7.1.1]","768421"
"GCK","glucokinase isoform X1 [KO:K12407] [EC:2.7.1.2]","430370"
"FBP2","fructose-1,6-bisphosphatase isozyme 2 [KO:K03841] [EC:3.1.3.11]","395217"
"FBP1","fructose-1,6-bisphosphatase 1 [KO:K03841] [EC:3.1.3.11]","395218"
"RPTOR","regulatory-associated protein of mTOR isoform X1 [KO:K07204]","428674"
"RPS6KB1","ribosomal protein S6 kinase beta-1 [KO:K04688] [EC:2.7.11.1]","417637"
"RPS6KB2","ribosomal protein S6 kinase beta-2 isoform X5 [KO:K04688] [EC:2.7.11.1]","429557"
"RPS6","40S ribosomal protein S6 [KO:K02991]","396148"
"EIF4E2","eukaryotic translation initiation factor 4E type 2 isoform X3 [KO:K03259]","424941"
"EIF4E","eukaryotic translation initiation factor 4E [KO:K03259]","422703"
"EIF4E1B","eukaryotic translation initiation factor 4E type 1B [KO:K03259]","107054521"
"SHC1","SHC-transforming protein 1 [KO:K06279]","395934"
"SHC2","SHC-transforming protein 2 isoform X2 [KO:K17447]","770341"
"SHC3","SHC-transforming protein 3 isoform X1 [KO:K17448]","431265"
"SHC4","SHC-transforming protein 4 isoform X2 [KO:K17449]","426482"
"MKNK2","MAP kinase-interacting serine/threonine-protein kinase 2 [KO:K04372] [EC:2.7.11.1]","429269"
"MKNK1","MAP kinase-interacting serine/threonine-protein kinase 1 isoform X1 [KO:K04372] [EC:2.7.11.1]","771961"
"SOCS1","suppressor of cytokine signaling 1 [KO:K04694]","416630"
"SOCS2","suppressor of cytokine signaling 2 [KO:K04695]","395219"
"SOCS4","suppressor of cytokine signaling 4 [KO:K04697]","423557"
"PTPN1","tyrosine-protein phosphatase non-receptor type 1 [KO:K05696] [EC:3.1.3.48]","395688"
"PTPRF","receptor-type tyrosine-protein phosphatase F isoform X5 [KO:K05695] [EC:3.1.3.48]","424568"
"INPPL1","phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 [KO:K15909] [EC:3.1.3.86]","428692"
"LPAR1","lysophosphatidic acid receptor 1 [KO:K04289]","427339"
"LPAR2","lysophosphatidic acid receptor 2 [KO:K04291]","426086"
"LPAR4","lysophosphatidic acid receptor 4 [KO:K04275]","422149"
"LPAR5","lysophosphatidic acid receptor 5 [KO:K08390]","418279"
"CXCL12","stromal cell-derived factor 1 precursor [KO:K10031]","395180"
"CXCR4","C-X-C chemokine receptor type 4 [KO:K04189]","395324"
"F2","prothrombin precursor [KO:K01313] [EC:3.4.21.5]","395306"
"F2R","proteinase-activated receptor 1 isoform X4 [KO:K03914]","427212"
"EGF","pro-epidermal growth factor precursor [KO:K04357]","408035"
"FGF1","fibroblast growth factor 1 precursor [KO:K18496]","396094"
"FGF2","fibroblast growth factor 2 precursor [KO:K18497]","396413"
"FGF16","fibroblast growth factor 16 [KO:K04358]","422330"
"FGF20","fibroblast growth factor 20 [KO:K04358]","428779"
"FGF6","fibroblast growth factor 6 [KO:K04358]","768907"
"FGF9","fibroblast growth factor 9 [KO:K04358]","378917"
"FGF5","fibroblast growth factor 5 isoform X2 [KO:K04358]","770457"
"FGF7","fibroblast growth factor 7 [KO:K04358]","415439"
"FGF3","fibroblast growth factor 3 precursor [KO:K04358]","396267"
"FGF4","fibroblast growth factor 4 precursor [KO:K04358]","428857"
"FGF18","fibroblast growth factor 18 precursor [KO:K04358]","395453"
"FGF8","fibroblast growth factor 8 precursor [KO:K04358]","396313"
