"gene.symbol","description","entrezgene"
"Klra7","killer cell lectin-like receptor, subfamily A, member 7","16638"
"Klra9","killer cell lectin-like receptor subfamily A, member 9","16640"
"Klrc1","killer cell lectin-like receptor subfamily C, member 1 [KO:K06541]","16641"
"Il12a","interleukin 12a [KO:K05406]","16159"
"Il12b","interleukin 12b [KO:K05425]","16160"
"Il4","interleukin 4 [KO:K05430]","16189"
"Il5","interleukin 5 [KO:K05428]","16191"
"Il10","interleukin 10 [KO:K05443]","16153"
"Ctla4","cytotoxic T-lymphocyte-associated protein 4 [KO:K06538]","12477"
"Il15","interleukin 15 [KO:K05433]","16168"
"Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13 [KO:K05475]","69583"
"Tnfsf13b","tumor necrosis factor (ligand) superfamily, member 13b [KO:K05476]","24099"
"Ltb","lymphotoxin B [KO:K03157]","16994"
"Il11","interleukin 11 [KO:K05417]","16156"
"Il18","interleukin 18 [KO:K05482]","16173"
"Tlr2","toll-like receptor 2 [KO:K10159]","24088"
"Tlr4","toll-like receptor 4 [KO:K10160]","21898"
"Il23a","interleukin 23, alpha subunit p19 [KO:K05426]","83430"
"Il17a","interleukin 17A [KO:K05489]","16171"
"Pth","parathyroid hormone [KO:K05261]","19226"
"Csf1","colony stimulating factor 1 (macrophage) [KO:K05453]","12977"
"Tnfsf11","tumor necrosis factor (ligand) superfamily, member 11 [KO:K05473]","21943"
"Tnfrsf11a","tumor necrosis factor receptor superfamily, member 11a, NFKB activator [KO:K05147]","21934"
"Atp6v1a","ATPase, H+ transporting, lysosomal V1 subunit A [KO:K02145] [EC:7.1.2.2]","11964"
"Atp6v1b2","ATPase, H+ transporting, lysosomal V1 subunit B2 [KO:K02147]","11966"
"Atp6v1b1","ATPase, H+ transporting, lysosomal V1 subunit B1 [KO:K02147]","110935"
"Atp6v1c1","ATPase, H+ transporting, lysosomal V1 subunit C1 [KO:K02148]","66335"
"Atp6v1c2","ATPase, H+ transporting, lysosomal V1 subunit C2 [KO:K02148]","68775"
"Atp6v1d","ATPase, H+ transporting, lysosomal V1 subunit D [KO:K02149]","73834"
"Atp6v1e1","ATPase, H+ transporting, lysosomal V1 subunit E1 [KO:K02150]","11973"
"Atp6v1e2","ATPase, H+ transporting, lysosomal V1 subunit E2 [KO:K02150]","74915"
"Atp6v1f","ATPase, H+ transporting, lysosomal V1 subunit F [KO:K02151]","66144"
"Atp6v1g2","ATPase, H+ transporting, lysosomal V1 subunit G2 [KO:K02152]","66237"
"Atp6v1g1","ATPase, H+ transporting, lysosomal V1 subunit G1 [KO:K02152]","66290"
"Atp6v1g3","ATPase, H+ transporting, lysosomal V1 subunit G3 [KO:K02152]","338375"
"Atp6v0e","ATPase, H+ transporting, lysosomal V0 subunit E [KO:K02153]","11974"
"Atp6v0e2","ATPase, H+ transporting, lysosomal V0 subunit E2 [KO:K02153]","76252"
"Atp6v0a1","ATPase, H+ transporting, lysosomal V0 subunit A1 [KO:K02154]","11975"
"Atp6v0a2","ATPase, H+ transporting, lysosomal V0 subunit A2 [KO:K02154]","21871"
"Tcirg1","T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [KO:K02154]","27060"
"Atp6v0a4","ATPase, H+ transporting, lysosomal V0 subunit A4 [KO:K02154]","140494"
"Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1 [KO:K02146]","11972"
"Atp6v0d2","ATPase, H+ transporting, lysosomal V0 subunit D2 [KO:K02146]","242341"
"Atp6v1h","ATPase, H+ transporting, lysosomal V1 subunit H [KO:K02144]","108664"
"Atp6ap1","ATPase, H+ transporting, lysosomal accessory protein 1 [KO:K03662]","54411"
"Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C [KO:K02155]","11984"
"Atp6v0b","ATPase, H+ transporting, lysosomal V0 subunit B [KO:K03661]","114143"
"Ctsk","cathepsin K [KO:K01371] [EC:3.4.22.38]","13038"
"Acp5","acid phosphatase 5, tartrate resistant [KO:K14379] [EC:3.1.3.2]","11433"
"Mmp1a","matrix metallopeptidase 1a (interstitial collagenase) [KO:K01388] [EC:3.4.24.7]","83995"
"Mmp1b","matrix metallopeptidase 1b (interstitial collagenase) [KO:K01388] [EC:3.4.24.7]","83996"
"Mmp3","matrix metallopeptidase 3 [KO:K01394] [EC:3.4.24.17]","17392"
"Csf2","colony stimulating factor 2 (granulocyte-macrophage) [KO:K05427]","12981"
"Ccl5","chemokine (C-C motif) ligand 5 [KO:K12499]","20304"
"Ccl3","chemokine (C-C motif) ligand 3 [KO:K05408]","20302"
"Ccl20","chemokine (C-C motif) ligand 20 [KO:K14625]","20297"
"Cxcl5","chemokine (C-X-C motif) ligand 5 [KO:K05506]","20311"
"Cxcl12","chemokine (C-X-C motif) ligand 12 [KO:K10031]","20315"
"Flt1","FMS-like tyrosine kinase 1 [KO:K05096] [EC:2.7.10.1]","14254"
"Angpt1","angiopoietin 1 [KO:K05465]","11600"
"Tek","TEK receptor tyrosine kinase [KO:K05121] [EC:2.7.10.1]","21687"
"C1qa","complement component 1, q subcomponent, alpha polypeptide [KO:K03986]","12259"
"C1qb","complement component 1, q subcomponent, beta polypeptide [KO:K03987]","12260"
"C1qc","complement component 1, q subcomponent, C chain [KO:K03988]","12262"
"C2","complement component 2 (within H-2S) [KO:K01332] [EC:3.4.21.43]","12263"
"C4b","complement component 4B (Chido blood group) [KO:K03989]","12268"
"H2afx","H2A histone family, member X [KO:K11251]","15270"
"Hist2h2ac","histone cluster 2, H2ac [KO:K11251]","319176"
"H2al1e","H2A histone family member L1E [KO:K11251]","547160"
"H2al1h","H2A histone family member L1H [KO:K11251]","100042944"
"Hist1h2aa","histone cluster 1, H2aa [KO:K11251]","319163"
"Hist1h2ad","histone cluster 1, H2ad [KO:K11251]","319165"
"Hist1h2ae","histone cluster 1, H2ae [KO:K11251]","319166"
"Hist1h2ag","histone cluster 1, H2ag [KO:K11251]","319167"
"Hist1h2ah","histone cluster 1, H2ah [KO:K11251]","319168"
"Hist1h2ak","histone cluster 1, H2ak [KO:K11251]","319169"
"Hist1h2an","histone cluster 1, H2an [KO:K11251]","319170"
"Hist1h2ap","histone cluster 1, H2ap [KO:K11251]","319171"
"Hist1h2ab","histone cluster 1, H2ab [KO:K11251]","319172"
"Hist1h2af","histone cluster 1, H2af [KO:K11251]","319173"
"Hist1h2ai","histone cluster 1, H2ai [KO:K11251]","319191"
"Hist2h2aa2","histone cluster 2, H2aa2 [KO:K11251]","319192"
"Hist1h2ao","histone cluster 1, H2ao [KO:K11251]","665433"
"Hist1h2ac","histone cluster 1, H2ac [KO:K11251]","319164"
"H2afy","H2A histone family, member Y [KO:K11251]","26914"
"H2afy2","H2A histone family, member Y2 [KO:K11251]","404634"
"H2afj","H2A histone family, member J [KO:K11251]","232440"
"H2al1g","H2A histone family member L1G [KO:K11251]","100042943"
"H2al1c","H2A histone family member L1C [KO:K11251]","100042929"
"Hist2h2ab","histone cluster 2, H2ab [KO:K11251]","621893"
"H2afv","H2A histone family, member V [KO:K11251]","77605"
"H2al1a","H2A histone family member L1A [KO:K11251]","100042922"
"H2al1o","H2A histone family member L1O [KO:K11251]","333452"
"H2al1n","H2A histone family member L1N [KO:K11251]","385328"
"H2al2a","H2A histone family member L2A [KO:K11251]","68231"
"H2al1i","H2A histone family member L1I [KO:K11251]","100042946"
"H2afb2","H2A histone family, member B2 [KO:K11251]","624153"
"H2al1j","H2A histone family member L1J [KO:K11251]","236663"
"H2al1m","H2A histone family member L1M [KO:K11251]","76383"
"H2al2b","H2A histone family member L2B [KO:K11251]","100042840"
"H2al1d","H2A histone family member L1D [KO:K11251]","100042931"
"H2afz","H2A histone family, member Z [KO:K11251]","51788"
"Hist3h2a","histone cluster 3, H2a [KO:K11251]","319162"
"Hist2h2aa1","histone cluster 2, H2aa1 [KO:K11251]","15267"
"H2al2c","H2A histone family member L2C [KO:K11251]","547210"
"H2afb3","H2A histone family, member B3 [KO:K11251]","624957"
"H2al1k","H2A histone family member L1K [KO:K11251]","547154"
"H2al1b","H2A histone family member L1B [KO:K11251]","100042927"
"H2afb1","H2A histone family member B1 [KO:K11251]","100039319"
"H2al1f","H2A histone family member L1F [KO:K11251]","100042939"
"Hist2h2bb","histone cluster 2, H2bb [KO:K11252]","319189"
"H2bfm","H2B histone family, member M [KO:K11252]","69389"
"Hist1h2ba","histone cluster 1, H2ba [KO:K11252]","319177"
"1700024P04Rik","RIKEN cDNA 1700024P04 gene [KO:K11252]","69382"
"Hist1h2be","histone cluster 1, H2be [KO:K11252]","319179"
"Hist1h2bm","histone cluster 1, H2bm [KO:K11252]","319186"
"Hist1h2bc","histone cluster 1, H2bc [KO:K11252]","68024"
"Hist3h2ba","histone cluster 3, H2ba [KO:K11252]","78303"
"Hist1h2bb","histone cluster 1, H2bb [KO:K11252]","319178"
"Hist1h2bf","histone cluster 1, H2bf [KO:K11252]","319180"
"Hist1h2bg","histone cluster 1, H2bg [KO:K11252]","319181"
"Hist1h2bh","histone cluster 1, H2bh [KO:K11252]","319182"
"Hist1h2bj","histone cluster 1, H2bj [KO:K11252]","319183"
"Hist1h2bk","histone cluster 1, H2bk [KO:K11252]","319184"
"Hist1h2bl","histone cluster 1, H2bl [KO:K11252]","319185"
"Hist1h2bn","histone cluster 1, H2bn [KO:K11252]","319187"
"Hist1h2bp","histone cluster 1, H2bp [KO:K11252]","319188"
"Hist2h2be","histone cluster 2, H2be [KO:K11252]","319190"
"Hist1h2bq","histone cluster 1, H2bq [KO:K11252]","665596"
"Hist1h2br","histone cluster 1 H2br [KO:K11252]","665622"
"H3f3a","H3 histone, family 3A [KO:K11253]","15078"
"H3f3b","H3 histone, family 3B [KO:K11253]","15081"
"H3f3c","H3 histone, family 3C [KO:K11253]","625328"
"Gm12657","predicted gene 12657 [KO:K11253]","667250"
"Hist1h3h","histone cluster 1, H3h [KO:K11253]","319152"
"Hist2h3c1","histone cluster 2, H3c1 [KO:K11253]","15077"
"Hist1h3f","histone cluster 1, H3f [KO:K11253]","260423"
"Hist1h3c","histone cluster 1, H3c [KO:K11253]","319148"
"Hist1h3d","histone cluster 1, H3d [KO:K11253]","319149"
"Hist1h3b","histone cluster 1, H3b [KO:K11253]","319150"
"Hist1h3e","histone cluster 1, H3e [KO:K11253]","319151"
"Hist1h3i","histone cluster 1, H3i [KO:K11253]","319153"
"Hist2h3b","histone cluster 2, H3b [KO:K11253]","319154"
"Hist1h3a","histone cluster 1, H3a [KO:K11253]","360198"
"Hist2h3c2","histone cluster 2, H3c2 [KO:K11253]","97114"
"Hist1h3g","histone cluster 1, H3g [KO:K11253]","97908"
"Gm12260","predicted gene 12260 [KO:K11253]","382523"
"Hist1h4c","histone cluster 1, H4c [KO:K11254]","319155"
"Hist1h4d","histone cluster 1, H4d [KO:K11254]","319156"
"Hist1h4f","histone cluster 1, H4f [KO:K11254]","319157"
"Hist1h4i","histone cluster 1, H4i [KO:K11254]","319158"
"Hist1h4j","histone cluster 1, H4j [KO:K11254]","319159"
"Hist1h4k","histone cluster 1, H4k [KO:K11254]","319160"
"Hist1h4n","histone cluster 1, H4n [KO:K11254]","319161"
"Hist4h4","histone cluster 4, H4 [KO:K11254]","320332"
"Hist1h4a","histone cluster 1, H4a [KO:K11254]","326619"
"Hist1h4b","histone cluster 1, H4b [KO:K11254]","326620"
"Hist1h4h","histone cluster 1, H4h [KO:K11254]","69386"
"Hist2h4","histone cluster 2, H4 [KO:K11254]","97122"
"Hist1h4m","histone cluster 1, H4m [KO:K11254]","100041230"
"Snrpb","small nuclear ribonucleoprotein B [KO:K11086]","20638"
"Snrpd1","small nuclear ribonucleoprotein D1 [KO:K11087]","20641"
"Snrpd3","small nuclear ribonucleoprotein D3 [KO:K11088]","67332"
"Grin2a","glutamate receptor, ionotropic, NMDA2A (epsilon 1) [KO:K05209]","14811"
"Grin2b","glutamate receptor, ionotropic, NMDA2B (epsilon 2) [KO:K05210]","14812"
"Trim21","tripartite motif-containing 21 [KO:K10651] [EC:2.3.2.27]","20821"
"Trove2","TROVE domain family, member 2 [KO:K11089]","20822"
"Ssb","Sjogren syndrome antigen B [KO:K11090]","20823"
"Actn4","actinin alpha 4 [KO:K05699]","60595"
"Actn1","actinin, alpha 1 [KO:K05699]","109711"
"C1ra","complement component 1, r subcomponent A [KO:K01330] [EC:3.4.21.41]","50909"
"C1rb","complement component 1, r subcomponent B [KO:K01330] [EC:3.4.21.41]","667277"
"C1s2","complement component 1, s subcomponent 2 [KO:K01331] [EC:3.4.21.42]","317677"
"C1s1","complement component 1, s subcomponent 1 [KO:K01331] [EC:3.4.21.42]","50908"
"C3","complement component 3 [KO:K03990]","12266"
"Hc","hemolytic complement [KO:K03994]","15139"
"C6","complement component 6 [KO:K03995]","12274"
"C7","complement component 7 [KO:K03996]","109828"
"C8a","complement component 8, alpha polypeptide [KO:K03997]","230558"
"C8b","complement component 8, beta polypeptide [KO:K03998]","110382"
"C8g","complement component 8, gamma polypeptide [KO:K03999]","69379"
"C9","complement component 9 [KO:K04000]","12279"
"Ctsg","cathepsin G [KO:K01319] [EC:3.4.21.20]","13035"
"Elane","elastase, neutrophil expressed [KO:K01327] [EC:3.4.21.37]","50701"
"Fcgr1","Fc receptor, IgG, high affinity I [KO:K06498]","14129"
"Fcgr4","Fc receptor, IgG, low affinity IV [KO:K06463]","246256"
"Tlr5","toll-like receptor 5 [KO:K10168]","53791"
"Nod2","nucleotide-binding oligomerization domain containing 2 [KO:K10165]","257632"
"Ifngr1","interferon gamma receptor 1 [KO:K05132]","15979"
"Ifngr2","interferon gamma receptor 2 [KO:K05133]","15980"
"Stat1","signal transducer and activator of transcription 1 [KO:K11220]","20846"
"Tbx21","T-box 21 [KO:K10166]","57765"
"Il12rb2","interleukin 12 receptor, beta 2 [KO:K05064]","16162"
"Il12rb1","interleukin 12 receptor, beta 1 [KO:K05063]","16161"
"Stat4","signal transducer and activator of transcription 4 [KO:K11222]","20849"
"Il18r1","interleukin 18 receptor 1 [KO:K05173]","16182"
"Il18rap","interleukin 18 receptor accessory protein [KO:K05174]","16174"
"Smad2","SMAD family member 2 [KO:K04500]","17126"
"Smad3","SMAD family member 3 [KO:K04500]","17127"
"Stat3","signal transducer and activator of transcription 3 [KO:K04692]","20848"
"Il21","interleukin 21 [KO:K05434]","60505"
"Il21r","interleukin 21 receptor [KO:K05075]","60504"
"Il23r","interleukin 23 receptor [KO:K05065]","209590"
"Rorc","RAR-related orphan receptor gamma [KO:K08534]","19885"
"Rora","RAR-related orphan receptor alpha [KO:K08532]","19883"
"Foxp3","forkhead box P3 [KO:K10163]","20371"
"Il17f","interleukin 17F [KO:K05494]","257630"
"Il22","interleukin 22 [KO:K05445]","50929"
"Il4ra","interleukin 4 receptor, alpha [KO:K05071]","16190"
"Stat6","signal transducer and activator of transcription 6 [KO:K11225]","20852"
"Il13","interleukin 13 [KO:K05435]","16163"
"Maf","avian musculoaponeurotic fibrosarcoma oncogene homolog [KO:K09035]","17132"
"Nfatc1","nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [KO:K04446]","18018"
"Ifna1","interferon alpha 1 [KO:K05414]","15962"
"Ifna2","interferon alpha 2 [KO:K05414]","15965"
"Ifna4","interferon alpha 4 [KO:K05414]","15967"
"Ifna5","interferon alpha 5 [KO:K05414]","15968"
"Ifna6","interferon alpha 6 [KO:K05414]","15969"
"Ifna7","interferon alpha 7 [KO:K05414]","15970"
"Ifna9","interferon alpha 9 [KO:K05414]","15972"
"Ifna11","interferon alpha 11 [KO:K05414]","15964"
"Ifna12","interferon alpha 12 [KO:K05414]","242519"
"Ifna13","interferon alpha 13 [KO:K05414]","230396"
"Ifna14","interferon alpha 14 [KO:K05414]","404549"
"Ifnab","interferon alpha B [KO:K05414]","15974"
"Ifna15","interferon alpha 15 [KO:K05414]","242517"
"Tpo","thyroid peroxidase [KO:K00431] [EC:1.11.1.8]","22018"
"Tg","thyroglobulin [KO:K10809]","21819"
"Tshr","thyroid stimulating hormone receptor [KO:K04249]","22095"
"Cga","glycoprotein hormones, alpha subunit [KO:K08522]","12640"
"Tshb","thyroid stimulating hormone, beta subunit [KO:K05251]","22094"
"Fcer1a","Fc receptor, IgE, high affinity I, alpha polypeptide [KO:K08089]","14125"
"Ms4a2","membrane-spanning 4-domains, subfamily A, member 2 [KO:K08090]","14126"
"Fcer1g","Fc receptor, IgE, high affinity I, gamma polypeptide [KO:K07983]","14127"
"Il9","interleukin 9 [KO:K05432]","16198"
"Ccl11","chemokine (C-C motif) ligand 11 [KO:K16597]","20292"
"Il3","interleukin 3 [KO:K04736]","16187"
"Prg2","proteoglycan 2, bone marrow [KO:K10786]","19074"
"Epx","eosinophil peroxidase [KO:K10788] [EC:1.11.1.7]","13861"
"Egf","epidermal growth factor [KO:K04357]","13645"
"Pdgfc","platelet-derived growth factor, C polypeptide [KO:K05450]","54635"
"Pdgfd","platelet-derived growth factor, D polypeptide [KO:K05450]","71785"
"Egfr","epidermal growth factor receptor [KO:K04361] [EC:2.7.10.1]","13649"
"Pdgfra","platelet derived growth factor receptor, alpha polypeptide [KO:K04363] [EC:2.7.10.1]","18595"
"Pdgfrb","platelet derived growth factor receptor, beta polypeptide [KO:K05089] [EC:2.7.10.1]","18596"
"Grb2","growth factor receptor bound protein 2 [KO:K04364]","14784"
"Sos1","SOS Ras/Rac guanine nucleotide exchange factor 1 [KO:K03099]","20662"
"Sos2","SOS Ras/Rho guanine nucleotide exchange factor 2 [KO:K03099]","20663"
"Hras","Harvey rat sarcoma virus oncogene [KO:K02833]","15461"
"Kras","Kirsten rat sarcoma viral oncogene homolog [KO:K07827]","16653"
"Nras","neuroblastoma ras oncogene [KO:K07828]","18176"
"Raf1","v-raf-leukemia viral oncogene 1 [KO:K04366] [EC:2.7.11.1]","110157"
"Map2k1","mitogen-activated protein kinase kinase 1 [KO:K04368] [EC:2.7.12.2]","26395"
"Map2k2","mitogen-activated protein kinase kinase 2 [KO:K04369] [EC:2.7.12.2]","26396"
"Mapk1","mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]","26413"
"Mapk3","mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]","26417"
"Ralgds","ral guanine nucleotide dissociation stimulator [KO:K08732]","19730"
"Pla2g4e","phospholipase A2, group IVE [KO:K16342] [EC:3.1.1.4]","329502"
"Pla2g4a","phospholipase A2, group IVA (cytosolic, calcium-dependent) [KO:K16342] [EC:3.1.1.4]","18783"
"Pla2g4b","phospholipase A2, group IVB (cytosolic) [KO:K16342] [EC:3.1.1.4]","211429"
"Pla2g4c","phospholipase A2, group IVC (cytosolic, calcium-independent) [KO:K16342] [EC:3.1.1.4]","232889"
"Pla2g4d","phospholipase A2, group IVD [KO:K16342] [EC:3.1.1.4]","78390"
"Pla2g4f","phospholipase A2, group IVF [KO:K16342] [EC:3.1.1.4]","271844"
"Pdpk1","3-phosphoinositide dependent protein kinase 1 [KO:K06276] [EC:2.7.11.1]","18607"
"Tsc1","tuberous sclerosis 1 [KO:K07206]","64930"
"Tsc2","tuberous sclerosis 2 [KO:K07207]","22084"
"Rheb","Ras homolog enriched in brain [KO:K07208]","19744"
"Mtor","mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]","56717"
"Rps6kb2","ribosomal protein S6 kinase, polypeptide 2 [KO:K04688] [EC:2.7.11.1]","58988"
"Rps6kb1","ribosomal protein S6 kinase, polypeptide 1 [KO:K04688] [EC:2.7.11.1]","72508"
"Eif4ebp1","eukaryotic translation initiation factor 4E binding protein 1 [KO:K07205]","13685"
"Pip5k1c","phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma [KO:K00889] [EC:2.7.1.68]","18717"
"Pip5k1b","phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [KO:K00889] [EC:2.7.1.68]","18719"
"Pip5k1a","phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha [KO:K00889] [EC:2.7.1.68]","18720"
"Was","Wiskott-Aldrich syndrome [KO:K05747]","22376"
"Wasl","Wiskott-Aldrich syndrome-like (human) [KO:K05747]","73178"
"Wasf1","WAS protein family, member 1 [KO:K05753]","83767"
"Wasf2","WAS protein family, member 2 [KO:K05748]","242687"
"Wasf3","WAS protein family, member 3 [KO:K06083]","245880"
"Sp1","trans-acting transcription factor 1 [KO:K04684]","20683"
"Pld2","phospholipase D2 [KO:K01115] [EC:3.1.4.4]","18806"
"Pld1","phospholipase D1 [KO:K01115] [EC:3.1.4.4]","18805"
"Slc5a7","solute carrier family 5 (choline transporter), member 7 [KO:K14387]","63993"
"Slc44a1","solute carrier family 44, member 1 [KO:K06515]","100434"
"Slc44a4","solute carrier family 44, member 4 [KO:K15377]","70129"
"Slc44a5","solute carrier family 44, member 5 [KO:K15377]","242259"
"Slc44a2","solute carrier family 44, member 2 [KO:K15377]","68682"
"Slc44a3","solute carrier family 44, member 3 [KO:K15282]","213603"
"Slc22a1","solute carrier family 22 (organic cation transporter), member 1 [KO:K08198]","20517"
"Slc22a2","solute carrier family 22 (organic cation transporter), member 2 [KO:K08199]","20518"
"Slc22a3","solute carrier family 22 (organic cation transporter), member 3 [KO:K08200]","20519"
"Slc22a5","solute carrier family 22 (organic cation transporter), member 5 [KO:K08202]","20520"
"Slc22a21","solute carrier family 22 (organic cation transporter), member 21 [KO:K08202]","56517"
"Slc22a4","solute carrier family 22 (organic cation transporter), member 4 [KO:K08202]","30805"
"Chka","choline kinase alpha [KO:K14156] [EC:2.7.1.82 2.7.1.32]","12660"
"Chkb","choline kinase beta [KO:K14156] [EC:2.7.1.82 2.7.1.32]","12651"
"Hif1a","hypoxia inducible factor 1, alpha subunit [KO:K08268]","15251"
"Pcyt1a","phosphate cytidylyltransferase 1, choline, alpha isoform [KO:K00968] [EC:2.7.7.15]","13026"
"Pcyt1b","phosphate cytidylyltransferase 1, choline, beta isoform [KO:K00968] [EC:2.7.7.15]","236899"
"Chpt1","choline phosphotransferase 1 [KO:K00994] [EC:2.7.8.2]","212862"
"Plcg1","phospholipase C, gamma 1 [KO:K01116] [EC:3.1.4.11]","18803"
"Plpp1","phospholipid phosphatase 1 [KO:K01080] [EC:3.1.3.4]","19012"
"Plpp2","phospholipid phosphatase 2 [KO:K01080] [EC:3.1.3.4]","50784"
"Plpp3","phospholipid phosphatase 3 [KO:K01080] [EC:3.1.3.4]","67916"
